,Name,Political Affiliation at Appointment,Senatorial Designation / Province or Territory,Appointed on the advice of,Term (yyyy.mm.dd),start_date,end_date,reason
833,"Steeves, William Henry",Liberal Party of Canada,"New Brunswick, New Brunswick",Royal Proclamation,1867.10.23 - 1873.12.09  (Death),1867-10-23 00:00:00,1873-12-09 00:00:00,Death
834,"Steuart, David Gordon",Liberal Party of Canada,"Prince Albert-Duck Lake, Saskatchewan","Trudeau, Pierre Elliott",1976.12.09 - 1991.01.26  (Retirement),1976-12-09 00:00:00,1991-01-26 00:00:00,Retirement
835,"Stevens, Gardner Green",Liberal Party of Canada,"Bedford, Quebec","Mackenzie, Alexander",1876.02.12 - 1892.04.15  (Death),1876-02-12 00:00:00,1892-04-15 00:00:00,Death
836,"Stevenson, John James",Liberal Party of Canada,"Prince Albert, Saskatchewan","King, William Lyon Mackenzie",1940.01.29 - 1956.09.21  (Death),1940-01-29 00:00:00,1956-09-21 00:00:00,Death
837,"Stewart Olsen, Carolyn",Conservative Party of Canada,"New Brunswick, New Brunswick","Harper, Stephen",2009.08.27 -,2009-08-27 00:00:00,,
838,"Stewart, John B.",Liberal Party of Canada,"Antigonish-Guysborough, Nova Scotia","Trudeau, Pierre Elliott",1984.01.13 - 1999.11.19  (Retirement),1984-01-13 00:00:00,1999-11-19 00:00:00,Retirement
839,"Stollery, Peter A.",Liberal Party of Canada,"Bloor and Yonge (Toronto), Ontario","Trudeau, Pierre Elliott",1981.07.02 - 2010.11.29  (Retirement),1981-07-02 00:00:00,2010-11-29 00:00:00,Retirement
840,"St-Père, Édouard-Charles",Liberal Party of Canada,"De Lanaudière, Quebec","King, William Lyon Mackenzie",1940.02.09 - 1950.01.31  (Death),1940-02-09 00:00:00,1950-01-31 00:00:00,Death
841,"Stratton, Terry",Progressive Conservative Party,"Red River, Manitoba","Mulroney, Martin Brian",1993.03.25 - 2013.03.16  (Retirement),1993-03-25 00:00:00,2013-03-16 00:00:00,Retirement
842,"Sullivan, Joseph Albert",Progressive Conservative Party,"North York, Ontario","Diefenbaker, John George",1957.10.12 - 1985.02.18  (Resignation),1957-10-12 00:00:00,1985-02-18 00:00:00,Resignation
843,"Sullivan, Michael",Conservative (1867-1942),"Kingston, Ontario","Macdonald, John Alexander",1885.01.29 - 1912.11.29  (Resignation),1885-01-29 00:00:00,1912-11-29 00:00:00,Resignation
844,"Sutherland, Donald",Conservative (1867-1942),"Oxford, Ontario","Bennett, Richard Bedford",1935.07.20 - 1949.01.01  (Death),1935-07-20 00:00:00,1949-01-01 00:00:00,Death
845,"Sutherland, John",Independent Conservative,"Kildonan, Manitoba","Macdonald, John Alexander",1871.12.13 - 1899.04.13  (Resignation),1871-12-13 00:00:00,1899-04-13 00:00:00,Resignation
846,"Sylvain, John",Progressive Conservative Party,"Rougemont, Quebec","Mulroney, Martin Brian",1990.09.07 - 1996.02.01  (Resignation),1990-09-07 00:00:00,1996-02-01 00:00:00,Resignation
847,"Talbot, Peter",Liberal Party of Canada,"Alberta, Alberta","Laurier, Wilfrid",1906.03.08 - 1919.12.06  (Death),1906-03-08 00:00:00,1919-12-06 00:00:00,Death
848,"Tannas, Scott",Conservative Party of Canada,"Alberta, Alberta","Harper, Stephen",2013.03.25 -,2013-03-25 00:00:00,,
849,"Tanner, Charles Elliott",Conservative (1867-1942),"Pictou, Nova Scotia","Borden, Robert Laird",1917.01.20 - 1946.01.13  (Death),1917-01-20 00:00:00,1946-01-13 00:00:00,Death
850,"Tardif, Claudette",Liberal Party of Canada,"Alberta, Alberta","Martin, Paul Edgar Philippe",2005.03.24 -,2005-03-24 00:00:00,,
851,"Tassé, Joseph",Conservative (1867-1942),"De Salaberry, Quebec","Macdonald, John Alexander",1891.02.09 - 1895.01.17  (Death),1891-02-09 00:00:00,1895-01-17 00:00:00,Death
852,"Taylor, Austin Claude",Liberal Party of Canada,"Westmorland, New Brunswick","St-Laurent, Louis Stephen",1957.01.03 - 1965.01.17  (Death),1957-01-03 00:00:00,1965-01-17 00:00:00,Death
853,"Taylor, George",Conservative (1867-1942),"Leeds, Ontario","Borden, Robert Laird",1911.11.14 - 1919.03.26  (Death),1911-11-14 00:00:00,1919-03-26 00:00:00,Death
854,"Taylor, James Davis",Conservative (1867-1942),"New Westminster, British Columbia","Borden, Robert Laird",1917.10.23 - 1941.05.11  (Death),1917-10-23 00:00:00,1941-05-11 00:00:00,Death
855,"Taylor, Nicholas W.",Liberal Party of Canada,"Bon Accord, Alberta","Chrétien, Joseph Jacques Jean",1996.03.07 - 2002.11.17  (Retirement),1996-03-07 00:00:00,2002-11-17 00:00:00,Retirement
856,"Taylor, William Horace",Liberal Party of Canada,"Norfolk, Ontario","King, William Lyon Mackenzie",1945.04.18 - 1966.06.01  (Resignation),1945-04-18 00:00:00,1966-06-01 00:00:00,Resignation
857,"Teed, Nancy Elizabeth",Progressive Conservative Party,"Saint John, New Brunswick","Mulroney, Martin Brian",1990.08.30 - 1993.01.29  (Death),1990-08-30 00:00:00,1993-01-29 00:00:00,Death
858,"Temple, Thomas",Conservative (1867-1942),"York, New Brunswick","Bowell, Mackenzie",1896.04.23 - 1899.08.25  (Death),1896-04-23 00:00:00,1899-08-25 00:00:00,Death
859,"Templeman, William",Liberal Party of Canada,"New Westminster, British Columbia","Laurier, Wilfrid",1897.11.18 - 1906.02.16  (Resignation),1897-11-18 00:00:00,1906-02-16 00:00:00,Resignation
860,"Tessier, Jules",Liberal Party of Canada,"De la Durantaye, Quebec","Laurier, Wilfrid",1903.03.12 - 1934.01.06  (Death),1903-03-12 00:00:00,1934-01-06 00:00:00,Death
861,"Tessier, Ulric Joseph",Liberal Party of Canada,"Gulf, Quebec",Royal Proclamation,1867.10.23 - 1873.02.11  (Resignation),1867-10-23 00:00:00,1873-02-11 00:00:00,Resignation
862,"Thériault, Edward Joseph",Liberal Party of Canada,"Nova Scotia, Nova Scotia","Trudeau, Pierre Elliott",1968.04.20 - 1968.12.20  (Death),1968-04-20 00:00:00,1968-12-20 00:00:00,Death
863,"Thériault, L. Norbert",Liberal Party of Canada,"Baie-du-Vin, New Brunswick","Trudeau, Pierre Elliott",1979.03.26 - 1996.02.16  (Retirement),1979-03-26 00:00:00,1996-02-16 00:00:00,Retirement
864,"Thibaudeau, Alfred",Liberal Party of Canada,"De la Vallière, Quebec","Laurier, Wilfrid",1896.08.22 - 1926.08.15  (Death),1896-08-22 00:00:00,1926-08-15 00:00:00,Death
865,"Thibaudeau, Joseph-Rosaire",Liberal Party of Canada,"Rigaud, Quebec","Mackenzie, Alexander",1878.01.04 - 1909.06.16  (Death),1878-01-04 00:00:00,1909-06-16 00:00:00,Death
866,"Thompson, Andrew",Liberal Party of Canada,"Dovercourt, Ontario","Pearson, Lester Bowles",1967.04.06 - 1998.03.23  (Resignation),1967-04-06 00:00:00,1998-03-23 00:00:00,Resignation
867,"Thompson, Frederick Pemberton",Liberal Party of Canada,"Fredericton, New Brunswick","Laurier, Wilfrid",1902.02.07 - 1922.04.27  (Death),1902-02-07 00:00:00,1922-04-27 00:00:00,Death
868,"Thorne, William Henry",Conservative (1867-1942),"St. John, New Brunswick","Borden, Robert Laird",1913.07.26 - 1923.07.08  (Death),1913-07-26 00:00:00,1923-07-08 00:00:00,Death
869,"Thorvaldson, Gunnar Solmundur",Progressive Conservative Party,"Winnipeg South, Manitoba","Diefenbaker, John George",1958.01.29 - 1969.08.02  (Death),1958-01-29 00:00:00,1969-08-02 00:00:00,Death
870,"Tkachuk, David",Progressive Conservative Party,"Saskatchewan, Saskatchewan","Mulroney, Martin Brian",1993.06.08 -,1993-06-08 00:00:00,,
871,"Tobin, Edmund William",Liberal Party of Canada,"Victoria, Quebec","King, William Lyon Mackenzie",1930.06.03 - 1938.06.24  (Death),1930-06-03 00:00:00,1938-06-24 00:00:00,Death
872,"Todd, Irving Randall",Conservative (1867-1942),"Milltown, New Brunswick","Borden, Robert Laird",1918.03.07 - 1932.12.27  (Death),1918-03-07 00:00:00,1932-12-27 00:00:00,Death
873,"Todd, William",Liberal Party of Canada,"New Brunswick, New Brunswick",Royal Proclamation,1867.10.23 - 1867.10.23  (Appointment declined),1867-10-23 00:00:00,1867-10-23 00:00:00,Appointment declined
874,"Tremblay, Arthur Julien",Progressive Conservative Party,"The Laurentides, Quebec","Clark, Charles Joseph",1979.09.27 - 1992.06.18  (Retirement),1979-09-27 00:00:00,1992-06-18 00:00:00,Retirement
875,"Tremblay, Léonard-David Sweezey",Liberal Party of Canada,"Lauzon, Quebec","St-Laurent, Louis Stephen",1953.06.12 - 1965.09.02  (Resignation),1953-06-12 00:00:00,1965-09-02 00:00:00,Resignation
876,"Trenholme Counsell, Marilyn",Liberal Party of Canada,"New Brunswick, New Brunswick","Chrétien, Joseph Jacques Jean",2003.09.09 - 2008.10.22  (Retirement),2003-09-09 00:00:00,2008-10-22 00:00:00,Retirement
877,"Trudel, François-Xavier-Anselme",Conservative (1867-1942),"De Salaberry, Quebec","Macdonald, John Alexander",1873.10.31 - 1890.01.17  (Death),1873-10-31 00:00:00,1890-01-17 00:00:00,Death
878,"Tunney, James",Liberal Party of Canada,"Grafton, Ontario","Chrétien, Joseph Jacques Jean",2001.03.08 - 2002.06.16  (Retirement),2001-03-08 00:00:00,2002-06-16 00:00:00,Retirement
879,"Turgeon, James Gray",Liberal Party of Canada,"Cariboo, British Columbia","King, William Lyon Mackenzie",1947.01.27 - 1964.02.14  (Death),1947-01-27 00:00:00,1964-02-14 00:00:00,Death
880,"Turgeon, Onésiphore",Liberal Party of Canada,"Gloucester, New Brunswick","King, William Lyon Mackenzie",1922.10.27 - 1944.11.18  (Death),1922-10-27 00:00:00,1944-11-18 00:00:00,Death
881,"Turner, Charles Robert",Liberal Party of Canada,"London, Ontario","Turner, John Napier",1984.07.09 - 1991.03.24  (Retirement),1984-07-09 00:00:00,1991-03-24 00:00:00,Retirement
882,"Turner, James",Liberal-Conservative,"Ontario, Ontario","Macdonald, John Alexander",1884.01.11 - 1889.10.10  (Death),1884-01-11 00:00:00,1889-10-10 00:00:00,Death
883,"Turriff, John Gillanders",Liberal Party of Canada,"Assiniboia, Saskatchewan","Borden, Robert Laird",1918.09.23 - 1930.11.10  (Death),1918-09-23 00:00:00,1930-11-10 00:00:00,Death
884,"Twinn, Walter",Progressive Conservative Party,"Alberta, Alberta","Mulroney, Martin Brian",1990.09.27 - 1997.10.30  (Death),1990-09-27 00:00:00,1997-10-30 00:00:00,Death
885,"Unger, Betty E.",Conservative Party of Canada,"Alberta, Alberta","Harper, Stephen",2012.01.06 -,2012-01-06 00:00:00,,
886,"Urquhart, Earl Wallace",Liberal Party of Canada,"Inverness-Richmond, Nova Scotia","Pearson, Lester Bowles",1966.02.24 - 1971.08.17  (Death),1966-02-24 00:00:00,1971-08-17 00:00:00,Death
887,"Vaillancourt, Cyrille",Liberal Party of Canada,"Kennebec, Quebec","King, William Lyon Mackenzie",1944.03.03 - 1969.01.03  (Resignation),1944-03-03 00:00:00,1969-01-03 00:00:00,Resignation
888,"Van Roggen, George Clifford",Liberal Party of Canada,"Vancouver-Points Grey, British Columbia","Trudeau, Pierre Elliott",1971.11.04 - 1992.06.08  (Death),1971-11-04 00:00:00,1992-06-08 00:00:00,Death
889,"Veniot, Clarence Joseph",Liberal Party of Canada,"Gloucester, New Brunswick","King, William Lyon Mackenzie",1945.04.18 - 1966.06.01  (Resignation),1945-04-18 00:00:00,1966-06-01 00:00:00,Resignation
890,"Verner, Josée",Conservative Party of Canada,"Montarville, Quebec","Harper, Stephen",2011.06.13 -,2011-06-13 00:00:00,,
891,"Vidal, Alexander",Conservative (1867-1942),"Sarnia, Ontario","Macdonald, John Alexander",1873.01.15 - 1906.11.18  (Death),1873-01-15 00:00:00,1906-11-18 00:00:00,Death
892,"Vien, Thomas",Liberal Party of Canada,"De Lorimier, Quebec","King, William Lyon Mackenzie",1942.10.05 - 1968.04.01  (Resignation),1942-10-05 00:00:00,1968-04-01 00:00:00,Resignation
893,"Villeneuve, Joseph Octave",Conservative (1867-1942),"De Salaberry, Quebec","Bowell, Mackenzie",1896.01.02 - 1901.06.27  (Death),1896-01-02 00:00:00,1901-06-27 00:00:00,Death
894,"Wagner, Claude",Progressive Conservative Party,"Kennebec, Quebec","Trudeau, Pierre Elliott",1978.04.21 - 1979.07.11  (Death),1978-04-21 00:00:00,1979-07-11 00:00:00,Death
895,"Walker, David James",Progressive Conservative Party,"Toronto, Ontario","Diefenbaker, John George",1963.02.04 - 1989.09.30  (Resignation),1963-02-04 00:00:00,1989-09-30 00:00:00,Resignation
896,"Wall, William Michael",Liberal Party of Canada,"Winnipeg, Manitoba","St-Laurent, Louis Stephen",1955.07.28 - 1962.07.07  (Death),1955-07-28 00:00:00,1962-07-07 00:00:00,Death
897,"Wallace, John D.",Conservative Party of Canada,"Rothesay, New Brunswick","Harper, Stephen",2009.01.02 -,2009-01-02 00:00:00,,
898,"Wallin, Pamela",Conservative Party of Canada,"Saskatchewan, Saskatchewan","Harper, Stephen",2009.01.02 -,2009-01-02 00:00:00,,
899,"Wark, David",Liberal Party of Canada,"Fredericton, New Brunswick",Royal Proclamation,1867.10.23 - 1905.08.20  (Death),1867-10-23 00:00:00,1905-08-20 00:00:00,Death
900,"Waters, Stanley Charles",Reform Party,"Alberta, Alberta","Mulroney, Martin Brian",1990.06.11 - 1991.09.25  (Death),1990-06-11 00:00:00,1991-09-25 00:00:00,Death
901,"Watson, Robert",Liberal Party of Canada,"Portage la Prairie, Manitoba","Laurier, Wilfrid",1900.01.29 - 1929.05.19  (Death),1900-01-29 00:00:00,1929-05-19 00:00:00,Death
902,"Watt, Charlie",Liberal Party of Canada,"Inkerman, Quebec","Trudeau, Pierre Elliott",1984.01.16 -,1984-01-16 00:00:00,,
903,"Webster, John",Conservative (1867-1942),"Brockville, Ontario","Borden, Robert Laird",1918.03.12 - 1928.12.01  (Death),1918-03-12 00:00:00,1928-12-01 00:00:00,Death
904,"Webster, Lorne Campbell",Conservative (1867-1942),"Stadacona, Quebec","Borden, Robert Laird",1920.01.10 - 1941.09.27  (Death),1920-01-10 00:00:00,1941-09-27 00:00:00,Death
905,"Welch, Frank Corbett",Progressive Conservative Party,"King's, Nova Scotia","Diefenbaker, John George",1962.09.25 - 1975.07.14  (Resignation),1962-09-25 00:00:00,1975-07-14 00:00:00,Resignation
906,"Wells, David M.",Conservative Party of Canada,"Newfoundland and Labrador, Newfoundland and Labrador","Harper, Stephen",2013.01.25 -,2013-01-25 00:00:00,,
907,"Whelan, Eugene",Liberal Party of Canada,"South Western Ontario, Ontario","Chrétien, Joseph Jacques Jean",1996.08.09 - 1999.07.11  (Retirement),1996-08-09 00:00:00,1999-07-11 00:00:00,Retirement
908,"White, George Stanley",Progressive Conservative Party,"Hastings-Frontenac, Ontario","Diefenbaker, John George",1957.09.20 - 1972.11.17  (Resignation),1957-09-20 00:00:00,1972-11-17 00:00:00,Resignation
909,"White, Gerald Verner",Conservative (1867-1942),"Pembroke, Ontario","Borden, Robert Laird",1919.11.06 - 1948.10.24  (Death),1919-11-06 00:00:00,1948-10-24 00:00:00,Death
910,"White, Richard Smeaton",Conservative (1867-1942),"Inkerman, Quebec","Borden, Robert Laird",1917.07.30 - 1936.12.17  (Death),1917-07-30 00:00:00,1936-12-17 00:00:00,Death
911,"White, Vernon",Conservative Party of Canada,"Ontario, Ontario","Harper, Stephen",2012.02.20 -,2012-02-20 00:00:00,,
912,"Wiebe, John (Jack)",Liberal Party of Canada,"Saskatchewan, Saskatchewan","Chrétien, Joseph Jacques Jean",2000.04.07 - 2004.01.31  (Resignation),2000-04-07 00:00:00,2004-01-31 00:00:00,Resignation
913,"Wier, Benjamin",Liberal Party of Canada,"Nova Scotia, Nova Scotia",Royal Proclamation,1867.10.23 - 1868.04.14  (Death),1867-10-23 00:00:00,1868-04-14 00:00:00,Death
914,"Williams, Guy R.",Liberal Party of Canada,"Richmond, British Columbia","Trudeau, Pierre Elliott",1971.12.09 - 1982.10.07  (Retirement),1971-12-09 00:00:00,1982-10-07 00:00:00,Retirement
915,"Willis, Harry Albert",Progressive Conservative Party,"Peel, Ontario","Diefenbaker, John George",1962.06.15 - 1972.03.23  (Death),1962-06-15 00:00:00,1972-03-23 00:00:00,Death
916,"Willoughby, Wellington Bartley",Conservative (1867-1942),"Moose Jaw, Saskatchewan","Borden, Robert Laird",1917.10.23 - 1932.08.01  (Death),1917-10-23 00:00:00,1932-08-01 00:00:00,Death
917,"Wilmot, Robert Duncan",Conservative (1867-1942),"New Brunswick, New Brunswick",Royal Proclamation,1867.10.23 - 1880.02.10  (Resignation),1867-10-23 00:00:00,1880-02-10 00:00:00,Resignation
918,"Wilson, Cairine Reay",Liberal Party of Canada,"Rockcliffe, Ontario","King, William Lyon Mackenzie",1930.02.15 - 1962.03.03  (Death),1930-02-15 00:00:00,1962-03-03 00:00:00,Death
919,"Wilson, Charles",Conservative (1867-1942),"Rigaud, Quebec",Royal Proclamation,1867.10.23 - 1877.05.04  (Death),1867-10-23 00:00:00,1877-05-04 00:00:00,Death
920,"Wilson, John Henry",Liberal Party of Canada,"St. Thomas, Ontario","Laurier, Wilfrid",1904.03.08 - 1912.07.03  (Death),1904-03-08 00:00:00,1912-07-03 00:00:00,Death
921,"Wilson, Joseph-Marcellin",Liberal Party of Canada,"Saurel, Quebec","Laurier, Wilfrid",1911.05.03 - 1939.01.01  (Resignation),1911-05-03 00:00:00,1939-01-01 00:00:00,Resignation
922,"Wilson, Lawrence Alexander",Liberal Party of Canada,"Rigaud, Quebec","King, William Lyon Mackenzie",1930.06.03 - 1934.03.03  (Death),1930-06-03 00:00:00,1934-03-03 00:00:00,Death
923,"Wilson, Lois",Independent,"Toronto, Ontario","Chrétien, Joseph Jacques Jean",1998.06.11 - 2002.04.08  (Retirement),1998-06-11 00:00:00,2002-04-08 00:00:00,Retirement
924,"Wood, Andrew Trew",Liberal Party of Canada,"Hamilton, Ontario","Laurier, Wilfrid",1901.01.21 - 1903.01.21  (Death),1901-01-21 00:00:00,1903-01-21 00:00:00,Death
925,"Wood, Dalia",Liberal Party of Canada,"Montarville, Quebec","Trudeau, Pierre Elliott",1979.03.26 - 1999.01.31  (Resignation),1979-03-26 00:00:00,1999-01-31 00:00:00,Resignation
926,"Wood, Josiah",Conservative (1867-1942),"Westmorland, New Brunswick","Bowell, Mackenzie",1895.08.05 - 1912.03.12  (Resignation),1895-08-05 00:00:00,1912-03-12 00:00:00,Resignation
927,"Wood, Thomas Harold",Liberal Party of Canada,"Regina, Saskatchewan","St-Laurent, Louis Stephen",1949.01.25 - 1965.11.26  (Death),1949-01-25 00:00:00,1965-11-26 00:00:00,Death
928,"Woodrow, Allan Lee",Liberal Party of Canada,"Toronto Centre, Ontario","St-Laurent, Louis Stephen",1953.05.19 - 1966.03.15  (Resignation),1953-05-19 00:00:00,1966-03-15 00:00:00,Resignation
929,"Yeo, John",Liberal Party of Canada,"East Prince, Prince Edward Island","Laurier, Wilfrid",1898.11.19 - 1924.12.14  (Death),1898-11-19 00:00:00,1924-12-14 00:00:00,Death
930,"Young, Finlay McNaughton",Liberal Party of Canada,"Killarney, Manitoba","Laurier, Wilfrid",1900.01.30 - 1916.02.15  (Death),1900-01-30 00:00:00,1916-02-15 00:00:00,Death
931,"Yuzyk, Paul",Progressive Conservative Party,"Fort Garry, Manitoba","Diefenbaker, John George",1963.02.04 - 1986.07.09  (Death),1963-02-04 00:00:00,1986-07-09 00:00:00,Death
932,"Zimmer, Rod A. A.",Liberal Party of Canada,"Manitoba, Manitoba","Martin, Paul Edgar Philippe",2005.08.02 - 2013.08.02  (Resignation),2005-08-02 00:00:00,2013-08-02 00:00:00,Resignation
